Customer ID,Marital_Status,Income_in_Thousands,Number_of_Children,Level_of_Education_,Age_Category_,Total_Spend,Number_Transactions,X$T_TwoStep
59695,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
59695,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
59706,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
59711,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
59716,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
59716,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
59716,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
59716,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
59717,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
59719,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
59723,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
59723,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
59723,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
59723,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
59725,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
59725,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
59725,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
59725,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
59729,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
59729,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
59729,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
59729,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
59733,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
59740,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
59741,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
59745,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
59745,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
59745,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
59745,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
59753,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
59758,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
59763,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
59774,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
59774,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
59774,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
59774,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
59776,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
59786,Single,255,6,Some College,20-34,46.225,30,Young Starters
59786,Single,255,6,Some College,20-34,46.225,30,Young Starters
59786,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
59786,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
59794,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
59797,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
59799,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
59799,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
59799,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
59799,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
59802,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
59803,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
59803,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
59803,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
59803,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
59814,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
59817,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
59826,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
59831,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
59833,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
59839,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
59844,Single,,4,,,28.34,,
59844,Single,,4,,,28.34,,
59844,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
59844,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
59848,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
59850,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
59860,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
59861,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
59861,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
59861,Married,202,3,High School Graduate,,22.505,17,
59861,Married,202,3,High School Graduate,,22.505,17,
59867,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
59868,Single,230,4,Some College,20-34,19.46,26,Young Starters
59873,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
59875,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
59894,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
59895,Single,230,4,Some College,20-34,26.31,25,Young Starters
59895,Single,230,4,Some College,20-34,26.31,25,Young Starters
59895,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
59895,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
59897,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
59897,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
59897,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
59897,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
59899,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
59899,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
59899,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
59899,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
59909,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
59912,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
59914,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
59914,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
59914,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
59914,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
59926,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
59928,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
59929,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
59929,Married,106,2,Some High School,65 and up,12.885,11.9,Low Value Married No Kids
59929,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
59929,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
59930,Married,135,3,Some High School,35 - 49,15.35,17.1,Low Value Married No Kids
59933,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
59933,Single,146,3,Some High School,50 - 64,20.55,15.3,Low Value Married No Kids
59933,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
59933,Single,205,4,High School Graduate,20-34,26.6,21.1,Young Starters
59940,Single,210,4,High School Graduate,50 - 64,26,20,Young Starters
59947,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
59947,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
59947,Married,92,2,Some High School,65 and up,9.699,11.9,Low Value Married No Kids
59947,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
59947,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
59947,Married,140,3,Some High School,35 - 49,11.799,14.5,Low Value Married No Kids
59947,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
59947,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
59947,Married,148,3,High School Graduate,35 - 49,14.999,17.2,Average Married No Kids
59950,Married,227,3,High School Graduate,35 - 49,29.465,18.5,Average Married No Kids
59954,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
59954,Married,240,4,High School Graduate,50 - 64,42.8,18.4,Average Married No Kids
59954,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
59954,Single,120,3,High School Graduate,20-34,14.46,19,Young Starters
59957,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
59957,Single,190,3,College Graduate,50 - 64,21.62,20,Young Starters
59957,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
59957,Single,195,4,College Graduate,20-34,26.895,20.5,Young Starters
59959,Married,210,3,High School Graduate,50 - 64,31.505,18.5,Average Married No Kids
59964,Married,225,4,High School Graduate,50 - 64,37.805,19.8,Average Married No Kids
59965,Married,300,4,College Graduate,50 - 64,46.305,19.8,High Income Families
59969,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
59969,Married,290,4,College Graduate,50 - 64,54.005,22.5,High Income Families
59969,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
59969,Single,230,5,College Graduate,20-34,60.105,25.4,Young Starters
59975,Single,220,4,High School Graduate,50 - 64,34.605,17.2,Young Starters
59987,Married,275,4,College Graduate,50 - 64,39.08,20,High Income Families
59998,Married,215,4,College Graduate,50 - 64,43.33,19,High Income Families
60007,Single,300,5,Some College,20-34,42.66,30,Young Starters
60007,Single,300,5,Some College,20-34,42.66,30,Young Starters
60007,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
60007,Married,113,2,Some High School,65 and up,13.987,13.2,Low Value Married No Kids
60008,Married,154,3,High School Graduate,50 - 64,19.047,15.9,Average Married No Kids
60009,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
60009,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
60009,Married,145,3,High School Graduate,35 - 49,17.357,16.3,Average Married No Kids
60009,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
60009,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
60009,Married,210,3,High School Graduate,50 - 64,24.997,19,Average Married No Kids
60009,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
60009,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
60009,Married,161,3,High School Graduate,50 - 64,25.45,19.8,Average Married No Kids
60011,Single,200,5,High School Graduate,20-34,31.807,24.3,Young Starters
60013,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
60013,Single,173,4,High School Graduate,50 - 64,22.527,19.5,Young Starters
60013,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
60013,Married,125,3,Some High School,35 - 49,16.24,15,Low Value Married No Kids
60014,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
60014,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
60014,Married,153,3,High School Graduate,50 - 64,19.035,16,Average Married No Kids
60014,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
60014,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
60014,Married,200,4,College Graduate,50 - 64,22.605,19,High Income Families
60014,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
60014,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
60014,Married,125,3,Some High School,65 and up,16.54,16,Low Value Married No Kids
60018,Single,210,4,College Graduate,20-34,27.56,21,Young Starters
60022,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
60022,Single,170,4,High School Graduate,50 - 64,22.51,20,Young Starters
60022,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
60022,Married,185,3,Some High School,35 - 49,31.75,16.4,Low Value Married No Kids
60032,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
60032,Married,221,4,High School Graduate,35 - 49,49.9,21.1,Average Married No Kids
60032,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
60032,Married,275,4,College Graduate,50 - 64,69.7,23.2,High Income Families
60033,Married,302,4,College Graduate,50 - 64,82.6,21.1,High Income Families
60036,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
60036,Married,190,3,Some High School,35 - 49,38.9,15.9,Low Value Married No Kids
60036,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
60036,Married,185,3,Some High School,35 - 49,41,14,Low Value Married No Kids
60040,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
60040,Married,215,3,High School Graduate,35 - 49,41.6,16.4,Average Married No Kids
60040,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
60040,Married,302,4,College Graduate,50 - 64,85.5,23.2,High Income Families
60044,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
60044,Single,215,4,High School Graduate,50 - 64,35.3,19,Young Starters
60044,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
60044,Married,126,3,Some High School,65 and up,13.499,13.2,Low Value Married No Kids
60047,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
60047,Married,155,3,High School Graduate,35 - 49,20.39,15.9,Average Married No Kids
60047,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
60047,Married,222,3,High School Graduate,35 - 49,26.249,18.5,Average Married No Kids
60048,Single,170,4,High School Graduate,50 - 64,26.399,20,Young Starters
60052,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
60052,Single,170,4,High School Graduate,20-34,29.299,21,Young Starters
60052,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
60052,Single,170,4,High School Graduate,20-34,22.799,19.4,Young Starters
60053,Single,170,3,High School Graduate,20-34,17.89,19.4,Young Starters
60058,Married,150,3,High School Graduate,35 - 49,18.145,15.2,Average Married No Kids
60061,Married,215,3,High School Graduate,,24.15,18,
60061,Married,215,3,High School Graduate,,24.15,18,
60061,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
60061,Married,150,3,High School Graduate,35 - 49,18.27,15,Average Married No Kids
60064,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
60064,Married,250,4,College Graduate,50 - 64,36.229,18.5,High Income Families
60064,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
60064,Single,190,4,College Graduate,20-34,31.598,17.5,Young Starters
60067,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
60067,Single,185,4,High School Graduate,50 - 64,25.345,25,Young Starters
60067,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
60067,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
60068,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
60068,Single,150,4,High School Graduate,50 - 64,18.85,20,Young Starters
60068,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
60068,Married,132,3,Some High School,35 - 49,16.08,16,Low Value Married No Kids
60070,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
60070,Married,253,3,High School Graduate,50 - 64,43,12,Average Married No Kids
60070,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
60070,Married,150,3,High School Graduate,35 - 49,21.61,15,Average Married No Kids
60083,Married,175,3,High School Graduate,35 - 49,19.72,15.2,Average Married No Kids
60096,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
60096,Married,195,3,College Graduate,35 - 49,21.665,18,Low Value Married No Kids
60096,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
60096,Married,200,3,College Graduate,35 - 49,25.31,16.8,Low Value Married No Kids
60100,Married,205,4,College Graduate,50 - 64,23.755,17.5,High Income Families
60103,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
60103,Single,185,4,High School Graduate,50 - 64,25.635,25,Young Starters
60103,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
60103,Married,217,3,High School Graduate,50 - 64,41.43,17,Average Married No Kids
60107,Married,300,3,High School Graduate,50 - 64,71.02,17,High Income Families
60114,Married,300,3,High School Graduate,50 - 64,74.97,17,High Income Families
60116,Married,170,3,Some High School,50 - 64,33.12,18.5,Low Value Married No Kids
60118,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
60118,Married,100,2,Some High School,65 and up,10.685,12.1,Low Value Married No Kids
60118,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
60118,Married,185,3,Some High School,50 - 64,26.1,16.9,Low Value Married No Kids
60127,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
60127,Married,124,2,Some High School,65 and up,14.29,12.1,Low Value Married No Kids
60127,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
60127,Married,100,2,Some High School,65 and up,12.535,12.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,18.835,13.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
60129,Married,137,3,Some High School,35 - 49,15.01,13.1,Low Value Married No Kids
60129,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
60129,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
60129,Married,165,3,High School Graduate,35 - 49,22.695,16.9,Average Married No Kids
60134,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
60134,Married,120,2,Some High School,65 and up,13.108,13.2,Low Value Married No Kids
60134,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
60134,Single,165,3,High School Graduate,50 - 64,20.095,15.9,Young Starters
60137,Married,133,3,Some High School,35 - 49,17.518,18.5,Low Value Married No Kids
60141,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
60141,Married,210,3,High School Graduate,35 - 49,25.545,18.5,Average Married No Kids
60141,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
60141,Married,140,2,Some High School,65 and up,16.875,14.5,Low Value Married No Kids
60143,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
60143,Single,142,3,High School Graduate,50 - 64,11.528,15.1,Young Starters
60143,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
60143,Single,194,4,High School Graduate,50 - 64,22.368,20.9,Young Starters
60144,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
60144,Single,150,3,High School Graduate,50 - 64,22.288,18.5,Young Starters
60144,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
60144,Single,127,3,Some High School,35 - 49,16.888,15.3,Low Value Married No Kids
60145,Single,230,5,College Graduate,20-34,51.728,25.4,Young Starters
60150,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
60150,Married,115,3,Some High School,35 - 49,16.7,14.5,Low Value Married No Kids
60150,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
60150,Married,115,3,Some High School,35 - 49,14.9,14.5,Low Value Married No Kids
60155,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
60155,Married,150,3,Some High School,35 - 49,21.2,16.4,Low Value Married No Kids
60155,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
60155,Married,115,3,Some High School,35 - 49,19.99,13.7,Low Value Married No Kids
60156,Married,115,3,Some High School,35 - 49,17.5,14.6,Low Value Married No Kids
60160,Married,115,3,Some High School,35 - 49,15.9,14.5,Low Value Married No Kids
60161,Married,160,3,Some High School,35 - 49,23.4,15.8,Low Value Married No Kids
60175,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
60175,Married,168,3,High School Graduate,35 - 49,27.5,17.9,Average Married No Kids
60175,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
60175,Married,160,3,Some High School,35 - 49,24.4,15.8,Low Value Married No Kids
60180,Married,168,3,High School Graduate,35 - 49,28.8,17.9,Average Married No Kids
60181,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
60181,Married,201,4,High School Graduate,50 - 64,36,21.1,Average Married No Kids
60181,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
60181,Married,236,4,Some High School,50 - 64,45.5,18.5,High Income Families
60186,Married,140,3,Some High School,35 - 49,21.5,13.2,Low Value Married No Kids
60190,Married,225,4,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
60196,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
60196,Married,210,4,High School Graduate,50 - 64,42,18,Average Married No Kids
60196,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
60196,Married,225,3,High School Graduate,35 - 49,28.4,17.2,Average Married No Kids
60200,Married,150,3,Some High School,35 - 49,23.99,16.4,Low Value Married No Kids
60203,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
60203,Married,310,4,College Graduate,50 - 64,62,23.7,High Income Families
60203,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
60203,Married,200,4,High School Graduate,50 - 64,33.95,18.5,Average Married No Kids
60209,Married,170,3,High School Graduate,35 - 49,26.99,16.6,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,38.9,18.5,Average Married No Kids
60222,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
60222,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
60222,Married,175,3,High School Graduate,35 - 49,21.975,17.5,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
60222,Married,193,3,High School Graduate,50 - 64,33.4,16.6,Average Married No Kids
60223,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
60223,Married,240,4,College Graduate,50 - 64,25.3,17.5,High Income Families
60223,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
60223,Married,205,4,College Graduate,50 - 64,31.965,18.5,High Income Families
60224,Married,205,4,College Graduate,35 - 49,27.885,17.5,Low Value Married No Kids
60227,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
60227,Married,275,4,College Graduate,50 - 64,39.895,18.5,High Income Families
60227,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
60227,Married,275,4,College Graduate,50 - 64,44.475,18.5,High Income Families
60233,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
60233,Married,275,4,College Graduate,50 - 64,39.665,19,High Income Families
60233,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
60233,Married,200,4,High School Graduate,50 - 64,31.01,18,Average Married No Kids
60237,Single,255,6,Some College,20-34,46.225,30,Young Starters
60237,Single,255,6,Some College,20-34,46.225,30,Young Starters
60237,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
60237,Married,115,3,Some High School,35 - 49,13.26,14.3,Low Value Married No Kids
60253,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
60253,Married,170,3,High School Graduate,35 - 49,16.535,15,Average Married No Kids
60253,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
60253,Married,175,3,High School Graduate,35 - 49,18.89,16.6,Average Married No Kids
60255,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
60255,Married,180,3,High School Graduate,35 - 49,19.39,17,Average Married No Kids
60255,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
60255,Married,200,4,College Graduate,35 - 49,24.34,16.8,Low Value Married No Kids
60259,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
60259,Married,345,3,Some College,50 - 64,45.705,19.1,High Income Families
60259,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
60259,Married,120,2,Some High School,65 and up,13.96,13.2,Low Value Married No Kids
60260,Married,55,2,Some High School,19 or below,9.235,10.3,Low Value Married No Kids
60261,Married,180,3,High School Graduate,35 - 49,18.89,17,Average Married No Kids
60267,Married,163,3,High School Graduate,50 - 64,19.84,15.9,Average Married No Kids
60268,Married,168,3,High School Graduate,50 - 64,24.495,16,Average Married No Kids
60271,Married,200,3,High School Graduate,35 - 49,22.245,17,Average Married No Kids
60274,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
60274,Married,132,3,Some High School,35 - 49,16.48,16,Low Value Married No Kids
60274,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
60274,Married,253,4,High School Graduate,50 - 64,28.34,17,Average Married No Kids
60283,Single,,4,,,28.34,,
60283,Single,,4,,,28.34,,
60283,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
60283,Married,253,4,High School Graduate,50 - 64,29.185,17,Average Married No Kids
60284,Married,132,3,Some High School,35 - 49,12.64,12.5,Low Value Married No Kids
60285,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
60285,Married,163,3,High School Graduate,50 - 64,19.045,15.9,Average Married No Kids
60285,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
60285,Married,168,3,High School Graduate,50 - 64,20.23,16,Average Married No Kids
60290,Married,202,3,High School Graduate,,22.505,17,
60291,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
60291,Married,450,3,Trade/Technical School,20-34,69.725,19,High Income Families
60291,Single,230,4,Some College,20-34,19.46,26,Young Starters
60291,Single,230,4,Some College,20-34,19.46,26,Young Starters
60292,Single,175,4,College Graduate,20-34,21.315,32,Young Starters
60295,Single,175,4,College Graduate,20-34,18.575,32,Young Starters
60296,Single,230,4,Some College,20-34,26.31,25,Young Starters
60296,Single,230,4,Some College,20-34,26.31,25,Young Starters
60296,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
60296,Single,120,4,High School Graduate,20-34,16.98,22,Young Starters
60298,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
60298,Single,150,4,High School Graduate,50 - 64,19.565,20,Young Starters
60298,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
60298,Married,110,2,Some High School,65 and up,12.07,12.7,Low Value Married No Kids
60301,Married,190,3,College Graduate,50 - 64,21.56,15.7,High Income Families
60302,Married,170,3,High School Graduate,35 - 49,17.035,15,Average Married No Kids
60303,Married,155,3,High School Graduate,50 - 64,17.885,16,Average Married No Kids
60304,Married,107,3,Some High School,65 and up,12.315,13.2,Low Value Married No Kids
60305,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
60305,Married,200,4,College Graduate,50 - 64,22.195,19,High Income Families
60305,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
60305,Single,210,4,College Graduate,20-34,31.93,21,Young Starters
60307,Single,150,4,High School Graduate,50 - 64,21.41,26,Young Starters
60308,Single,240,5,College Graduate,20-34,36.135,26,Young Starters
60309,Single,119,3,High School Graduate,50 - 64,12.05,20,Young Starters
60310,Single,220,4,College Graduate,20-34,26.935,25.1,Young Starters
